"ForestTypeGroup","AgeGroup","carbon","carbon_se","TYPGRPCD","cumTDEE","cumTDEE_ubSE","cumTDEE_lbSE","joint_c"
"Oak / hickory",90,106.5263546,1.697546836,500,27.16573015,28.51250756,25.81895274,79.36062445
"Oak / hickory",100,110.2112084,2.446725744,500,28.9699038,30.61568734,27.32412026,81.2413046
"Oak / hickory",110,108.3958259,3.232575488,500,29.29283173,31.32829705,27.25736642,79.10299417
"Oak / hickory",120,105.7341088,5.595880172,500,29.46479927,32.10895861,26.82063994,76.26930953
"Oak / hickory",130,116.5179418,5.85868445,500,30.44241599,34.64791686,26.23691512,86.07552581
"Oak / hickory",140,104.9996403,6.972630316,500,30.94548546,36.0943515,25.79661942,74.05415484
"Oak / hickory",150,103.3763512,11.65406704,500,31.2880885,38.54041552,24.03576148,72.0882627
"Oak / hickory",160,87.78022938,10.96975307,500,27.39094179,37.18242922,17.59945435,60.38928759
"Oak / hickory",170,124.6246499,4.152077591,500,4.602931957,31.96242579,-22.75656187,120.021717943
"Oak / hickory",180,103.585819,0,500,21.88740779,45.72636075,-1.951545164,81.69841121
"Oak / hickory",200,157.0290507,14.4440749,500,NA,NA,NA,NA
"Oak / hickory",NA,61.81280881,10.41573034,500,NA,NA,NA,NA
"Oak / pine",0,20.30529099,0.480910103,400,11.5377006,12.49171328,10.58368793,8.76759039
"Oak / pine",10,34.87022667,1.143655215,400,17.9685208,20.12298834,15.81405327,16.90170587
"Oak / pine",20,50.97892318,1.145816397,400,24.2246121,25.89068859,22.5585356,26.75431108
"Oak / pine",30,61.09225003,2.309754736,400,29.40621837,31.51430921,27.29812752,31.68603166
"Oak / pine",40,67.99502477,1.894152636,400,31.19938004,33.53063429,28.86812579,36.79564473
"Oak / pine",50,76.50213639,2.330975758,400,32.95569638,35.07278351,30.83860925,43.54644001
"Oak / pine",60,85.49501855,2.126547951,400,35.62900247,38.11034513,33.14765981,49.86601608
"Oak / pine",70,94.54051856,2.911424573,400,35.01864995,37.98739099,32.04990891,59.52186861
"Oak / pine",80,99.42689428,3.780273751,400,37.24977942,40.79909604,33.70046281,62.17711486
"Oak / pine",90,98.92932942,4.424567717,400,38.09394734,42.63924579,33.54864889,60.83538208
"Oak / pine",100,100.7380265,4.475158125,400,36.60227339,43.16388978,30.04065701,64.13575311
"Oak / pine",110,77.22609642,10.6430563,400,41.17990185,50.26434593,32.09545777,36.04619457
"Oak / pine",120,129.7343308,30.44403572,400,28.7974514,41.96448983,15.63041297,100.9368794
"Oak / pine",130,90.21529501,7.004699121,400,34.61999823,55.44048186,13.79951461,55.59529678
"Oak / pine",140,78.72692551,8.61882139,400,48.44346987,65.63084718,31.25609256,30.28345564
"Other eastern softwoods",0,21.10001132,2.068497197,170,-2.418665692,23.69046019,-28.52779158,23.518677012
"Other eastern softwoods",10,18.12266521,1.133776701,170,13.97077893,28.25244869,-0.310890833,4.15188628
"Other eastern softwoods",20,22.81135323,2.331775746,170,24.73440647,34.30890468,15.15990825,-1.92305324
"Other eastern softwoods",30,30.22208299,2.342973904,170,30.94048387,40.41325079,21.46771695,-0.718400880000001
"Other eastern softwoods",40,30.34796315,1.661660566,170,39.46355653,48.14086663,30.78624644,-9.11559338
"Other eastern softwoods",50,45.25594636,2.954012705,170,42.69861965,50.90891415,34.48832515,2.55732671000001
"Other eastern softwoods",60,43.95007771,3.463016696,170,45.83316409,55.12889088,36.53743731,-1.88308637999999
"Other eastern softwoods",70,36.54276801,4.970617682,170,41.61132594,54.3089241,28.91372777,-5.06855793
"Other eastern softwoods",80,44.5265136,7.717838265,170,69.13114818,85.49133645,52.7709599,-24.60463458
"Other eastern softwoods",90,36.84344866,4.996075227,170,51.29901992,73.26403367,29.33400617,-14.45557126
"Other eastern softwoods",110,10.61889077,0,170,NA,NA,NA,NA
"Other hardwoods",0,27.07680185,3.508588275,960,3.684025564,9.588311994,-2.220260866,23.392776286
"Other hardwoods",10,23.13293068,1.197036555,960,9.717073493,14.40204967,5.032097314,13.415857187
"Other hardwoods",20,28.35198365,2.949101558,960,14.0209096,20.00863868,8.033180524,14.33107405
"Other hardwoods",30,32.98588975,3.178086164,960,18.02283272,23.18790188,12.85776356,14.96305703
"Other hardwoods",40,48.33110326,7.781189259,960,26.67176714,32.97497993,20.36855435,21.65933612
"Other hardwoods",50,50.46770846,6.728657325,960,25.73937583,32.23821989,19.24053177,24.72833263
"Other hardwoods",60,52.18076024,7.564759112,960,27.88637343,34.61001152,21.16273534,24.29438681
"Other hardwoods",70,86.65891676,8.009579324,960,29.71817868,35.69394203,23.74241533,56.94073808
"Other hardwoods",80,79.95310145,7.722857698,960,32.95643241,39.24452618,26.66833863,46.99666904
"Other hardwoods",90,110.0868808,11.65735211,960,34.54223589,40.72569982,28.35877196,75.54464491
"Other hardwoods",100,103.2229504,16.39292763,960,40.01664614,47.29240364,32.74088864,63.20630426
"Other hardwoods",110,87.47408632,27.50177886,960,49.53412649,56.72854969,42.33970328,37.93995983
"Other hardwoods",120,75.56518684,18.83413405,960,38.97719378,49.92701505,28.02737251,36.58799306
"Other hardwoods",130,137.6249814,75.34770533,960,25.94010973,35.50497876,16.37524069,111.68487167
"Other hardwoods",140,172.0329494,0,960,NA,NA,NA,NA
"Other hardwoods",200,105.7103588,48.49733571,960,51.40756355,64.05126632,38.76386079,54.30279525
"Other hardwoods",NA,48.40286201,12.9348711,960,NA,NA,NA,NA
"Other softwoods",30,43.47201598,0,390,NA,NA,NA,NA
"Other western softwoods",0,43.0274937,8.480510987,360,0.064336266,8.652348928,-8.523676395,42.963157434
"Other western softwoods",10,37.0352715,5.667906373,360,1.788840479,8.82447547,-5.246794511,35.246431021
"Other western softwoods",20,32.25966422,5.579032867,360,5.417328776,12.15998134,-1.325323789,26.842335444
"Other western softwoods",30,27.94603856,3.376050263,360,10.22324768,17.03051914,3.415976224,17.72279088
"Other western softwoods",40,22.83122179,2.812847534,360,17.29559295,23.74868081,10.8425051,5.53562884
"Other western softwoods",50,21.8804653,3.715236948,360,20.22585666,26.49913798,13.95257533,1.65460864
"Other western softwoods",60,21.86708156,1.614537024,360,13.7397689,19.56722871,7.912309085,8.12731266
"Other western softwoods",70,22.63474332,1.546106354,360,18.53220827,23.90769206,13.15672448,4.10253505
"Other western softwoods",80,27.66275237,4.551102994,360,21.64564592,26.42589775,16.86539409,6.01710645
"Other western softwoods",90,28.21748511,2.35274219,360,21.21609526,25.98448875,16.44770178,7.00138985
"Other western softwoods",100,32.49175261,2.638575708,360,26.8761261,31.9129267,21.8393255,5.61562651
"Other western softwoods",110,32.12972793,3.08163486,360,25.96905912,31.27469604,20.66342219,6.16066881
"Other western softwoods",120,34.86706225,3.67794446,360,26.73575209,33.92403701,19.54746716,8.13131016
"Other western softwoods",130,41.91014713,5.71205977,360,26.41301132,33.61182497,19.21419767,15.49713581
"Other western softwoods",140,62.08529302,8.597103639,360,34.92061745,43.52606912,26.31516577,27.16467557
"Other western softwoods",150,37.44344617,6.635066112,360,26.82139285,34.72042204,18.92236366,10.62205332
"Other western softwoods",160,37.8510944,5.701394294,360,29.61369011,38.27101764,20.95636259,8.23740429
"Other western softwoods",170,70.74574585,12.31991771,360,34.51863206,45.38427197,23.65299215,36.22711379
"Other western softwoods",180,50.25527849,8.765434128,360,41.18628437,51.518253,30.85431575,9.06899412
"Other western softwoods",190,53.92991346,20.77722755,360,74.97826476,87.55968608,62.39684343,-21.0483513
"Other western softwoods",200,55.32892335,4.505798756,360,49.0180547,57.54058054,40.49552887,6.31086865
"Other western softwoods",NA,20.33690323,5.980486333,360,NA,NA,NA,NA
"Pinyon / juniper",0,13.37757363,1.141253659,180,8.292913282,11.07337342,5.512453145,5.084660348
"Pinyon / juniper",10,19.15106929,5.536614518,180,14.8873009,17.7761972,11.99840459,4.26376839
"Pinyon / juniper",20,13.08129413,0.675065784,180,18.96848707,21.76196443,16.17500971,-5.88719294
"Pinyon / juniper",30,14.19326169,1.041353313,180,23.01142427,25.50904661,20.51380193,-8.81816258
"Pinyon / juniper",40,15.61214795,0.940421057,180,25.09522839,27.6315599,22.55889687,-9.48308044
"Pinyon / juniper",50,18.67020056,1.144195774,180,26.88656268,29.24524969,24.52787566,-8.21636212
"Pinyon / juniper",60,24.66622068,1.08791131,180,29.24671485,31.63427178,26.85915792,-4.58049417
"Pinyon / juniper",70,23.38852795,1.005593413,180,31.67697642,33.9365355,29.41741733,-8.28844847
"Pinyon / juniper",80,23.82635496,1.072349854,180,35.34827616,37.46113231,33.23542001,-11.5219212
"Pinyon / juniper",90,24.77930049,1.40798649,180,37.54188231,39.5829885,35.50077613,-12.76258182
"Pinyon / juniper",100,22.97221306,0.7625304,180,40.66635776,42.60501547,38.72770005,-17.6941447
"Pinyon / juniper",110,24.9174959,0.971623707,180,42.77430309,44.69979403,40.84881214,-17.85680719
"Pinyon / juniper",120,24.76342577,0.779957521,180,44.77755189,46.63095913,42.92414465,-20.01412612
"Pinyon / juniper",130,25.66219768,0.803827529,180,45.26501729,47.11624215,43.41379244,-19.60281961
"Pinyon / juniper",140,27.21290393,0.839723343,180,46.88311729,48.70267355,45.06356103,-19.67021336
"Pinyon / juniper",150,25.28123118,0.910846213,180,47.28699127,49.14866812,45.42531442,-22.00576009
"Pinyon / juniper",160,27.7839246,0.985929307,180,49.15213214,51.09385282,47.21041146,-21.36820754
"Pinyon / juniper",170,28.83482407,1.007498408,180,51.36206553,53.32537035,49.39876072,-22.52724146
"Pinyon / juniper",180,27.23618582,0.976827639,180,51.27880413,53.2570295,49.30057875,-24.04261831
"Pinyon / juniper",190,30.7001572,1.061133065,180,51.91352384,53.97565848,49.8513892,-21.21336664
"Pinyon / juniper",200,32.4837152,0.506256377,180,55.04834288,56.71323174,53.38345403,-22.56462768
"Pinyon / juniper",NA,21.05275365,1.292763391,180,NA,NA,NA,NA
"Ponderosa pine",0,32.85326784,2.627156345,220,13.26089777,16.79953986,9.722255681,19.59237007
"Ponderosa pine",10,31.06349261,1.887997721,220,19.86799566,22.78213338,16.95385794,11.19549695
"Ponderosa pine",20,38.61120503,2.461338822,220,25.20079183,28.34785888,22.05372477,13.4104132
"Ponderosa pine",30,41.69656761,1.932921952,220,31.82927456,36.19878984,27.45975928,9.86729305
"Ponderosa pine",40,50.82560172,3.247618535,220,39.40414838,43.49775686,35.31053991,11.42145334
"Ponderosa pine",50,54.40140733,3.825064146,220,43.11020494,46.83367722,39.38673266,11.29120239
"Ponderosa pine",60,56.04198147,2.614229519,220,44.9182827,48.43162024,41.40494516,11.12369877
"Ponderosa pine",70,61.77404349,3.418057061,220,48.62784651,52.1231471,45.13254591,13.14619698
"Ponderosa pine",80,59.71707637,2.052462348,220,50.7446288,53.78492128,47.70433633,8.97244757
"Ponderosa pine",90,65.83738976,2.012779348,220,55.24452997,58.14587423,52.34318571,10.59285979
"Ponderosa pine",100,71.93558607,2.442780039,220,57.6401405,60.4036503,54.8766307,14.29544557
"Ponderosa pine",110,72.01720917,2.652460665,220,60.94908344,63.9709919,57.92717498,11.06812573
"Ponderosa pine",120,71.34848357,4.671259963,220,61.37946753,64.52006091,58.23887416,9.96901604
"Ponderosa pine",130,69.68348475,3.956407323,220,65.76505088,69.05166568,62.47843608,3.91843387
"Ponderosa pine",140,76.19906196,5.67581239,220,65.99898535,69.81370711,62.18426359,10.20007661
"Ponderosa pine",150,71.64576988,4.147228054,220,66.4438687,70.69935326,62.18838414,5.20190118000001
"Ponderosa pine",160,80.66512467,8.217018785,220,67.13782587,71.56476596,62.71088577,13.5272988
"Ponderosa pine",170,74.00992236,8.206778606,220,67.80341703,73.44004271,62.16679134,6.20650533
"Ponderosa pine",180,85.97683862,8.900314611,220,70.14066881,76.21829292,64.06304471,15.83616981
"Ponderosa pine",190,88.04212792,10.14074329,220,75.46535808,82.55563807,68.37507809,12.57676984
"Ponderosa pine",200,95.33311542,5.661351074,220,73.02673927,78.53608409,67.51739445,22.30637615
"Ponderosa pine",NA,46.39577926,20.36178195,220,NA,NA,NA,NA
"Redwood",0,44.01712824,0.875051571,340,NA,NA,NA,NA
"Redwood",10,57.34454337,9.43948161,340,21.50833106,26.23195259,16.78470952,35.83621231
"Redwood",20,200.7130108,36.91580622,340,19.15906486,25.22137924,13.09675049,181.55394594
"Redwood",30,93.0786852,17.57955827,340,18.95398538,24.91412273,12.99384804,74.12469982
"Redwood",40,163.8003003,15.54243743,340,36.19106747,42.85631949,29.52581545,127.60923283
"Redwood",50,235.397519,68.56767013,340,42.64157965,50.0923921,35.19076721,192.75593935
"Redwood",60,275.4702601,36.07701476,340,43.7092009,49.85464992,37.56375187,231.7610592
"Redwood",70,247.080634,25.10075078,340,44.203889,50.2751814,38.1325966,202.876745
"Redwood",80,226.8621907,40.287901,340,53.36349708,61.58156574,45.14542841,173.49869362
"Redwood",90,360.1608201,30.89712515,340,46.40857346,53.42723958,39.38990734,313.75224664
"Redwood",100,369.9827327,58.22721184,340,54.41964606,63.97370396,44.86558816,315.56308664
"Redwood",110,447.200032,19.2118741,340,53.5309646,62.47579372,44.58613548,393.6690674
"Redwood",120,391.6140937,34.75272012,340,84.89308937,100.0869924,69.69918639,306.72100433
"Redwood",130,350.3792553,61.07340895,340,66.63536216,77.53650571,55.73421861,283.74389314
"Redwood",140,585.9658373,0,340,NA,NA,NA,NA
"Redwood",160,227.6119042,2.84e-14,340,NA,NA,NA,NA
"Redwood",180,302.9321461,36.28236748,340,71.19597435,84.62106527,57.77088343,231.73617175
"Redwood",200,800.4838633,180.1397138,340,75.1388179,85.55447255,64.72316324,725.3450454
"Spruce / fir",0,25.52510615,3.203436487,120,10.86163726,16.13146797,5.591806548,14.66346889
"Spruce / fir",10,28.34867824,5.797853913,120,20.18069891,24.66900871,15.69238912,8.16797933
"Spruce / fir",20,35.48662728,1.429616316,120,35.04894026,38.91389656,31.18398396,0.437687019999998
"Spruce / fir",30,43.9002363,1.380331277,120,46.59512926,50.00794356,43.18231496,-2.69489296
"Spruce / fir",40,47.85568923,2.638605576,120,50.74288589,54.23680856,47.24896321,-2.88719665999999
"Spruce / fir",50,43.61500909,2.294476348,120,52.07180072,56.00459893,48.13900251,-8.45679163
"Spruce / fir",60,54.07684768,2.170615225,120,56.09850042,59.90555822,52.29144262,-2.02165274
"Spruce / fir",70,54.97874419,2.589977221,120,60.44794663,64.06875037,56.82714289,-5.46920244
"Spruce / fir",80,63.24078708,2.611616091,120,64.78777945,68.32839813,61.24716078,-1.54699237000001
"Spruce / fir",90,63.49638179,3.036373497,120,66.25895247,70.05778734,62.4601176,-2.76257068
"Spruce / fir",100,58.894451,3.631314424,120,68.7454474,72.73715837,64.75373643,-9.85099640000001
"Spruce / fir",110,63.30039734,6.053835062,120,74.93875038,79.92072795,69.95677281,-11.63835304
"Spruce / fir",120,75.98576273,9.676763751,120,80.61944492,85.9990816,75.23980824,-4.63368219
"Spruce / fir",130,67.48929035,8.686130302,120,80.70209379,86.41218817,74.9919994,-13.21280344
"Spruce / fir",140,66.26638546,10.54854784,120,85.07076875,92.51519866,77.62633884,-18.80438329
"Spruce / fir",150,59.81543485,16.42457164,120,89.27229216,97.84329912,80.7012852,-29.45685731
"Spruce / fir",160,65.09101494,4.800442701,120,85.55556075,94.24992558,76.86119592,-20.46454581
"Spruce / fir",170,75.14708718,9.324331113,120,84.51801227,92.69883831,76.33718622,-9.37092509
"Spruce / fir",180,81.83336031,8.059436654,120,85.68365889,101.4174971,69.94982064,-3.85029858
"Spruce / fir",190,40.22407946,18.56813427,120,81.66856586,97.76207273,65.57505898,-41.4444864
"Spruce / fir",200,90.52005168,9.98204707,120,85.13002549,103.9595945,66.30045648,5.39002619
"Tanoak / laurel",0,86.0071071,16.08447167,940,18.42320233,22.46014653,14.38625812,67.58390477
"Tanoak / laurel",10,41.35565587,4.950766208,940,11.65658497,15.33623192,7.976938017,29.6990709
"Tanoak / laurel",20,60.61106589,12.74138899,940,25.69245893,31.1076787,20.27723916,34.91860696
"Tanoak / laurel",30,104.7691563,11.1248584,940,33.12172346,38.3135749,27.92987201,71.64743284
"Tanoak / laurel",40,150.7509378,16.24768466,940,33.41571397,38.23707356,28.59435438,117.33522383
"Tanoak / laurel",50,167.4925476,12.80048152,940,45.60078024,49.96175983,41.23980064,121.89176736
"Tanoak / laurel",60,178.7788379,21.27513946,940,45.11703937,49.56545618,40.66862256,133.66179853
"Tanoak / laurel",70,205.1994376,27.04370492,940,45.57852445,50.58520373,40.57184516,159.62091315
"Tanoak / laurel",80,170.4331605,31.98336751,940,40.93911108,46.2399405,35.63828166,129.49404942
"Tanoak / laurel",90,218.3214038,24.67843631,940,45.62036421,50.88246608,40.35826233,172.70103959
"Tanoak / laurel",100,285.8417437,39.7693727,940,47.88010203,56.7329009,39.02730316,237.96164167
"Tanoak / laurel",110,242.7405333,27.12283586,940,52.90242585,61.66639123,44.13846047,189.83810745
"Tanoak / laurel",120,229.068388,37.45271719,940,48.91781209,58.00529641,39.83032777,180.15057591
"Tanoak / laurel",130,166.5126884,24.73745219,940,NA,NA,NA,NA
"Tanoak / laurel",140,125.4416169,66.52533909,940,61.14939476,77.7325293,44.56626021,64.29222214
"Tanoak / laurel",150,103.2934917,43.47004825,940,58.15255325,72.64342444,43.66168206,45.14093845
"Tanoak / laurel",160,337.3903614,38.0403789,940,60.25725892,71.43326782,49.08125002,277.13310248
"Tanoak / laurel",170,267.7961285,0,940,67.21514013,82.12878279,52.30149748,200.58098837
"Tanoak / laurel",180,113.8950081,68.80916424,940,52.67689429,68.86637934,36.48740924,61.21811381
"Tanoak / laurel",190,174.6171832,0,940,90.16931762,113.5310715,66.80756376,84.44786558
"Tanoak / laurel",200,238.2727764,35.97429898,940,76.31322931,92.0945848,60.53187381,161.95954709
"Tanoak / laurel",NA,104.1461898,17.13577715,940,NA,NA,NA,NA
"Tropical hardwoods",0,17.36001325,0,980,NA,NA,NA,NA
"Tropical hardwoods",10,16.61727834,1.425549815,980,16.14661747,20.4777753,11.81545964,0.47066087
"Tropical hardwoods",20,24.52234388,3.077306094,980,16.95642855,22.98348413,10.92937296,7.56591533
"Tropical hardwoods",30,33.13893594,3.116802343,980,18.71287681,24.49665539,12.92909822,14.42605913
"Tropical hardwoods",40,38.64430741,5.377300934,980,18.15773995,25.30985555,11.00562434,20.48656746
"Tropical hardwoods",50,42.36316393,6.872451573,980,23.62447276,29.97209141,17.2768541,18.73869117
"Tropical hardwoods",60,95.80700555,22.93569548,980,29.44650809,38.0946921,20.79832408,66.36049746
"Tropical hardwoods",70,87.06955944,11.68794492,980,22.32867233,32.04500568,12.61233898,64.74088711
"Tropical hardwoods",80,78.60954611,16.7520419,980,31.73867907,41.12052925,22.3568289,46.87086704
"Tropical hardwoods",90,88.98946729,17.61332886,980,NA,NA,NA,NA
"Tropical hardwoods",100,46.29512165,8.742411804,980,30.2746697,41.39551169,19.1538277,16.02045195
"Western larch",0,54.17608956,12.85328838,320,5.493984537,10.09263319,0.895335887,48.682105023
"Western larch",10,46.12332374,4.638554065,320,18.20944664,22.42113903,13.99775424,27.9138771
"Western larch",20,40.94372297,2.200952417,320,38.88017757,44.05503788,33.70531726,2.0635454
"Western larch",30,50.90470365,3.56966511,320,51.53042386,58.96024714,44.10060058,-0.625720209999997
"Western larch",40,69.58497973,7.754684073,320,58.49899456,65.01708661,51.98090251,11.08598517
"Western larch",50,98.55149239,12.21244675,320,55.61231615,64.1287638,47.0958685,42.93917624
"Western larch",60,94.82840346,22.73672347,320,70.21301343,80.38433236,60.04169451,24.61539003
"Western larch",70,118.6801817,11.49612146,320,70.48232327,78.13740087,62.82724568,48.19785843
"Western larch",80,133.9527159,11.53418708,320,73.90691926,81.01112288,66.80271564,60.04579664
"Western larch",90,123.7220253,10.09588258,320,78.51410867,86.33023437,70.69798298,45.20791663
"Western larch",100,133.9797953,17.68227801,320,83.07418271,90.87543719,75.27292824,50.90561259
"Western larch",110,126.6834197,8.507788401,320,85.95526607,93.81130497,78.09922718,40.72815363
"Western larch",120,107.9691508,14.57532249,320,87.17899997,97.14793012,77.21006981,20.79015083
"Western larch",130,172.1331593,35.40284379,320,91.81613192,102.0896887,81.5425751,80.31702738
"Western larch",140,107.2698266,16.57747138,320,82.72709188,98.27905291,67.17513085,24.54273472
"Western larch",150,158.7462037,34.69809663,320,83.20737562,95.96864141,70.44610983,75.53882808
"Western larch",160,121.6093755,48.17562882,320,87.24931941,102.400121,72.09851777,34.36005609
"Western larch",170,110.2579375,7.667393128,320,74.61709776,89.14706046,60.08713507,35.64083974
"Western larch",190,146.6617799,24.43403704,320,80.61890474,98.46466705,62.77314244,66.04287516
"Western larch",200,156.1343405,16.4860056,320,90.14977939,104.9662326,75.33332617,65.98456111
"Western oak",0,48.37907623,6.350452928,920,12.75915376,15.69641393,9.821893594,35.61992247
"Western oak",10,35.40821054,3.34561834,920,21.49314349,26.24251198,16.743775,13.91506705
"Western oak",20,26.35007832,3.940374829,920,25.58224252,31.56543877,19.59904628,0.7678358
"Western oak",30,30.29582753,5.994179399,920,20.13583149,26.73814023,13.53352275,10.15999604
"Western oak",40,56.73888751,9.814070829,920,28.34527747,36.9229594,19.76759555,28.39361004
"Western oak",50,73.35468798,7.491671192,920,27.62813523,33.09675565,22.1595148,45.72655275
"Western oak",60,70.2935772,7.098090074,920,33.10368328,37.97500789,28.23235868,37.18989392
"Western oak",70,78.27962711,9.075716839,920,37.18436496,41.79701306,32.57171687,41.09526215
"Western oak",80,86.54785784,8.969296115,920,38.97996877,43.32545848,34.63447905,47.56788907
"Western oak",90,79.28888353,7.153374578,920,38.01711862,42.61439566,33.41984159,41.27176491
"Western oak",100,103.9528645,10.62365787,920,35.24263897,39.79226624,30.69301169,68.71022553
"Western oak",110,93.52618192,11.13357106,920,39.21149597,43.62966889,34.79332305,54.31468595
"Western oak",120,74.94010791,10.42370395,920,37.2705316,42.76706895,31.77399425,37.66957631
"Western oak",130,95.84071001,20.34816338,920,50.16857746,57.05023601,43.2869189,45.67213255
"Western oak",140,89.27365491,19.49635576,920,46.88901381,54.7086445,39.06938312,42.3846411
"Western oak",150,120.5042588,21.75502648,920,40.75385093,49.4255901,32.08211176,79.75040787
"Western oak",160,114.7631719,22.04436477,920,57.04364854,65.94696305,48.14033403,57.71952336
"Western oak",170,84.31399832,37.5094641,920,57.47883697,69.04654029,45.91113366,26.83516135
"Western oak",180,52.1798967,14.87199683,920,59.67889621,70.20394717,49.15384525,-7.49899951
"Western oak",190,80.97245268,28.45128739,920,93.26473373,113.7075081,72.82195937,-12.29228105
"Western oak",200,148.7875376,19.6798783,920,70.64774958,83.66195424,57.63354492,78.13978802
"Western oak",NA,52.25616193,2.078690584,920,NA,NA,NA,NA
"Western white pine",0,25.86512982,0,240,NA,NA,NA,NA
"Western white pine",20,48.50061738,13.52871657,240,21.52452669,32.65196253,10.39709086,26.97609069
"Western white pine",40,24.96773911,0,240,NA,NA,NA,NA
"Western white pine",60,48.16750617,11.63342142,240,34.37140387,47.73512521,21.00768253,13.7961023
"Western white pine",70,120.5806204,14.11298406,240,44.25192698,57.54570482,30.95814914,76.32869342
"Western white pine",80,185.5621006,0,240,NA,NA,NA,NA
"Western white pine",90,26.98254725,0,240,NA,NA,NA,NA
"Western white pine",110,45.95394944,7.11e-15,240,61.44103191,74.61450429,48.26755953,-15.48708247
"Western white pine",140,107.1061326,1.42e-14,240,NA,NA,NA,NA
"Western white pine",150,75.40982334,27.91417993,240,NA,NA,NA,NA
"Western white pine",160,87.29457116,0,240,100.7174432,131.4376884,69.99719799,-13.42287204
"Western white pine",180,35.56425658,0,240,50.98883471,76.09938225,25.87828716,-15.42457813
"Western white pine",200,86.93840686,16.25413983,240,47.98475443,75.50170524,20.46780361,38.95365243
"White / red / jack pine",0,25.0010172,3.260933062,100,5.530891787,11.55152723,-0.489743655,19.470125413
"White / red / jack pine",10,24.98406263,2.065489057,100,19.89990533,25.73007526,14.0697354,5.0841573
"White / red / jack pine",20,47.81743419,3.270640919,100,42.73544064,48.11862095,37.35226034,5.08199355
"White / red / jack pine",30,53.89159963,3.348833082,100,45.92946911,50.79345812,41.0654801,7.96213052
"White / red / jack pine",40,67.32460132,3.847027468,100,51.78253488,57.00821546,46.55685429,15.54206644
"White / red / jack pine",50,72.75228025,3.300216992,100,49.28598571,54.43423364,44.13773778,23.46629454
"White / red / jack pine",60,92.94013589,4.855848561,100,54.55622679,59.57505552,49.53739807,38.3839091
"White / red / jack pine",70,100.6852074,5.04176754,100,56.55110237,61.4713265,51.63087823,44.13410503
"White / red / jack pine",80,109.1885802,3.383356914,100,56.88360581,62.47590134,51.29131029,52.30497439
"White / red / jack pine",90,107.4187152,4.241413004,100,61.90923389,68.50163826,55.31682952,45.50948131
"White / red / jack pine",100,100.2511011,5.311291278,100,60.12948466,66.60267979,53.65628954,40.12161644
"White / red / jack pine",110,102.6801642,11.45780805,100,65.4271843,72.72507861,58.12928999,37.2529799
"White / red / jack pine",120,101.1394286,5.840713754,100,65.437836,72.85978551,58.0158865,35.7015926
"White / red / jack pine",130,113.6467859,10.91248544,100,65.95346666,76.03708192,55.86985141,47.69331924
"White / red / jack pine",140,110.6593758,12.48357404,100,59.4398927,74.18411881,44.69566659,51.2194831
"White / red / jack pine",150,133.4602121,10.05949364,100,63.2685663,77.69008893,48.84704367,70.1916458
"White / red / jack pine",160,145.1221413,14.79458269,100,70.90279986,86.85265063,54.9529491,74.21934144
"White / red / jack pine",170,121.2594653,13.53812434,100,75.09568518,90.74412329,59.44724707,46.16378012
"White / red / jack pine",190,121.361454,2.133873682,100,68.06055448,85.60358665,50.51752231,53.30089952
"White / red / jack pine",200,126.0625544,6.932496678,100,78.60933925,98.07708538,59.14159312,47.45321515
"Woodland hardwoods",0,20.66396016,0.999720467,970,11.47158409,13.27769524,9.665472934,9.19237607
"Woodland hardwoods",10,18.74381552,0.584011284,970,12.67552166,14.02444815,11.32659517,6.06829386
"Woodland hardwoods",20,13.77933628,0.54179492,970,13.75924357,15.05273676,12.46575038,0.0200927100000001
"Woodland hardwoods",30,13.24471069,0.400264802,970,16.04140392,17.34960867,14.73319918,-2.79669323
"Woodland hardwoods",40,14.49594403,0.583479295,970,17.63392657,19.1062546,16.16159854,-3.13798254
"Woodland hardwoods",50,16.84405139,0.687145351,970,18.5039496,20.14234125,16.86555795,-1.65989821
"Woodland hardwoods",60,18.45738572,0.76563737,970,21.24925213,23.11515828,19.38334597,-2.79186641
"Woodland hardwoods",70,22.56027675,1.220041636,970,22.98331757,25.31768402,20.64895111,-0.423040820000001
"Woodland hardwoods",80,22.40052163,2.372164948,970,22.90850056,25.90138486,19.91561626,-0.50797893
"Woodland hardwoods",90,24.89100083,2.211158706,970,24.03721292,27.17533012,20.89909572,0.853787909999998
"Woodland hardwoods",100,28.5073057,3.303488196,970,26.93965748,30.34860695,23.53070801,1.56764822
"Woodland hardwoods",110,28.6388106,2.786293552,970,26.90890614,30.40484658,23.4129657,1.72990446
"Woodland hardwoods",120,32.93515167,2.815431739,970,27.78843764,31.51409099,24.06278429,5.14671403
"Woodland hardwoods",130,37.95108061,3.921705923,970,33.9490933,37.8379181,30.06026851,4.00198731
"Woodland hardwoods",140,32.00332724,3.042919762,970,36.42812979,40.79281144,32.06344813,-4.42480255
"Woodland hardwoods",150,28.39730722,2.611596801,970,31.45529092,35.68288291,27.22769893,-3.0579837
"Woodland hardwoods",160,25.32371067,2.455654652,970,33.87686223,38.03773724,29.71598723,-8.55315156
"Woodland hardwoods",170,23.79008696,2.493234857,970,33.22991955,37.75369838,28.70614072,-9.43983259
"Woodland hardwoods",180,31.64244652,6.35839004,970,32.08708892,36.91956509,27.25461274,-0.444642399999999
"Woodland hardwoods",190,31.17801487,9.275923919,970,43.10965942,50.54430223,35.67501662,-11.93164455
